"f","Tt","method","replica","elapsed_time","ess_theta_01","ess_theta_02","ess_W1","ess_W2","ess_theta1_mean","ess_theta1_min","ess_theta2_mean","ess_theta2_min","ess_sec_theta_01","ess_sec_theta_02","ess_sec_W1","ess_sec_W2","ess_sec_theta1_mean","ess_sec_theta2_mean","W1_mean","W1_median","W1_var","W1_ci_lower","W1_ci_upper","W2_mean","W2_median","W2_var","W2_ci_lower","W2_ci_upper","log_lik","rmse_theta1","mae_theta1","coverage_rate_theta1","theta1_ci_width_mean"
"quadratic",400,"montoril",96,19.963,142.093322591026,519.771024575541,205.807100797001,1080.12349526336,182.050063946952,56.9746616178591,1455.32593282674,286.184751492777,7.11783412267823,26.0367191592216,10.3094274806893,54.1062713651934,9.11937403932036,72.9011637943565,0.00270225894016991,0.00244317063369763,1.42976420223505e-06,0.0010091557531556,0.00504212940758346,2.27102570188761e-05,2.07022926645174e-05,8.85550972627004e-11,8.65801638267577e-06,4.10902974908094e-05,-762.595376859213,0.128563160410602,0.101222695878081,1,0.514756923510334
"quadratic",400,"montoril",97,20.502,216.310934673263,843.934401473421,311.647031743401,992.260374590176,195.283736218799,88.2485947445648,1450.94725733219,364.786676475225,10.5507235720058,41.1635158264277,15.2008112254122,48.3982233240745,9.5251066344161,70.7710105029848,0.00286487993284065,0.00262881355105616,1.37915503344005e-06,0.00108005735516293,0.00523173552303322,2.21541757280547e-05,2.01924306963937e-05,8.64014793375031e-11,8.19957148024803e-06,3.9944393765102e-05,-781.378400804533,0.112943123695468,0.0966389341208365,0.98,0.509088121209781
"quadratic",400,"montoril",98,20.213,134.145831527575,396.907111008723,263.576399468761,1062.57836400976,189.707683942815,75.5017867624283,1418.34107790366,307.762163430535,6.63661166217656,19.6362297040876,13.0399445638332,52.5690577356037,9.38542937430442,70.1697460992265,0.00288104769090675,0.00261646488260592,1.59521262799758e-06,0.00096514551115867,0.00543958785739038,2.31067869082696e-05,2.11547498113942e-05,8.97273957257131e-11,8.88050492945421e-06,4.15665683497239e-05,-776.180447082097,0.0816619297860078,0.0645274372937805,1,0.515703516821191
"quadratic",400,"montoril",99,20.122,199.440519351573,701.164557014902,266.883079919442,991.223470269441,189.176741309224,60.0499725652883,1451.18553937331,346.747987120074,9.91156541852564,34.845669268209,13.2632481820615,49.2606833450672,9.40148798872996,72.1193489401306,0.00279855439006215,0.00252622666464323,1.57316468752266e-06,0.000898311754947969,0.00529242057883104,2.24903508935183e-05,2.05256081196297e-05,8.57765430995864e-11,8.69731059982152e-06,4.07139721829874e-05,-785.396225187405,0.0833742834638653,0.0697131055307903,1,0.506507827962188
"quadratic",400,"montoril",9,20.445,217.370890754987,813.985733128976,245.908689925615,1448.81787242167,194.398361782122,31.5972570878157,1559.39457134295,101.718081640616,10.6319829178277,39.8134376683285,12.0278155991986,70.8641659291599,9.50835714268146,76.2726618411811,0.00287351296347676,0.00260708745846661,1.6263536081488e-06,0.000969153305883517,0.00539689599866479,2.30212763630085e-05,2.1025411209968e-05,9.38529280946682e-11,8.45702984544344e-06,4.1917215529676e-05,-782.575791740705,0.113054895270503,0.0898799065983984,1,0.513005196331249
"quadratic",800,"montoril",100,40.826,102.708769307709,398.134813149352,114.93335176495,983.170503584104,155.781262850313,47.853912402648,1246.23709294879,297.530297683664,2.5157686108781,9.7519917001262,2.81519991586122,24.0819699109417,3.81573661025605,30.5255742161562,0.00207831555715257,0.00195002027495387,5.72349889833051e-07,0.000839084038469968,0.00355644053034008,1.25670885678413e-05,1.18554932570514e-05,1.59351246009033e-11,6.19864087815255e-06,2.05302087410251e-05,-1570.2973966305,0.0946040723531795,0.0765300019325086,0.99625,0.469127464349061
"quadratic",800,"montoril",101,40.514,168.188592307398,640.50482694784,187.275294298488,927.65135424399,162.287289430535,20.7179209775441,1378.36338356303,277.766889270915,4.15136970695062,15.8094689970835,4.62248344519149,22.8970566777901,4.0057088766978,34.0219031338063,0.00218410099886353,0.00205401627293159,5.82810172771215e-07,0.000915606476055701,0.00369027852481233,1.3027050926293e-05,1.22527235992613e-05,1.83183353953016e-11,6.09507623252395e-06,2.15154196820358e-05,-1571.32898364242,0.0917151611291179,0.0732734349587225,1,0.47160715516364
"quadratic",800,"montoril",102,40.232,62.3038556776641,311.207746697495,150.8847065935,1007.58689349551,143.324268692817,44.7330352225214,1169.82626578759,177.437905230116,1.54861442825771,7.73532876062575,3.75036554467836,25.0444147319424,3.56244453899425,29.0770099867666,0.00203518730261771,0.00193341474954646,5.02468017494653e-07,0.000855032237015887,0.00345372903546195,1.20474101279953e-05,1.14670067150108e-05,1.35447204764703e-11,5.94373730432198e-06,1.92755510392112e-05,-1587.03543683337,0.0794428686192448,0.0646844818799362,1,0.464256923344811
"quadratic",800,"montoril",103,40.278,121.816679595716,432.643180155521,175.177541877296,881.228037194492,163.335300745288,24.0406973713489,1448.97392430334,355.824210705568,3.02439742776991,10.7414265890938,4.349211526821,21.8786443516186,4.05519888637191,35.9743265381433,0.00225669257975806,0.00213997118218444,5.69140577399914e-07,0.0009726201613742,0.00369652628691602,1.33290144885327e-05,1.25095330765979e-05,1.97375708629902e-11,6.21638959888332e-06,2.22401487307299e-05,-1564.93473203876,0.112512427689829,0.0897483991114075,0.98,0.478584906306413
"quadratic",800,"montoril",104,40.582,77.54549516293,301.775996565893,159.585450451909,979.127527536992,137.361393354974,38.1316205227903,1070.72411709892,147.915397077179,1.91083473369794,7.43620315819557,3.93241955674704,24.1271383257846,3.38478619474088,26.3842126336534,0.00184080336720256,0.00176562308713521,3.0450247052569e-07,0.000885624234368375,0.00292831361737709,1.20618317609075e-05,1.13757740681616e-05,1.4470331727845e-11,5.87629828045979e-06,1.9444709151889e-05,-1581.60476854615,0.0894902992246667,0.0747049951006791,1,0.452177180123362
"quadratic",800,"montoril",105,40.52,31.2259962299345,214.90121866699,108.043341412723,1061.93422612325,151.356400347574,19.7191619825533,1273.10332790675,148.648957814594,0.770631693729875,5.30358387628307,2.66642007435151,26.2076561234762,3.73535045280292,31.4191344498211,0.00235011492998336,0.00217577733355816,8.05582423059241e-07,0.000939392173972528,0.00415139752024438,1.2874239001668e-05,1.21543344038984e-05,1.70604888773514e-11,6.27404500742566e-06,2.1284265001038e-05,-1590.0895154419,0.0980047586280176,0.0785724260626151,1,0.484235195515066
"quadratic",800,"montoril",106,40.301,141.2519915599,588.900038502485,106.303346812374,944.380351114729,180.665207621265,40.1294465073207,1648.39185257578,328.58667937291,3.50492522666682,14.6125415871191,2.63773471656718,23.4331741424463,4.48289639515807,40.902008698935,0.00228959417579877,0.00214319220321981,6.73987610819374e-07,0.000939036681542804,0.00395020617279007,1.26171888399855e-05,1.19042889278215e-05,1.63041700209145e-11,5.98916068619764e-06,2.06076145270912e-05,-1585.03830197203,0.0815158402376583,0.0668330897987869,1,0.473992020811826
"quadratic",800,"montoril",107,40.269,136.342540661687,393.686246172197,165.068728327733,944.010159531613,141.310098896154,50.5511662442719,1154.7409520249,303.074444616245,3.38579405154553,9.77640979841061,4.09915141492794,23.4426024865682,3.50915341568338,28.6756798536069,0.00200337749235728,0.00191088538922643,4.44056966464037e-07,0.00086044485164161,0.00329528536551449,1.22605851501822e-05,1.1541234636959e-05,1.58945849329962e-11,5.83237451813683e-06,2.04363858797028e-05,-1552.80602329629,0.105455277490014,0.0851676631538219,0.9875,0.460287930376767
"quadratic",800,"montoril",108,40.082,86.971475578577,578.652716164144,122.000157234703,943.50211840433,165.897781179744,44.8113031481336,1476.06816645846,208.164882289044,2.16983872008824,14.436722622727,3.0437642142284,23.5392974004374,4.13895966218613,36.8262104300797,0.00228643436108251,0.00216362058324745,6.13517298606119e-07,0.000956774729348203,0.00384401212074186,1.2752421468983e-05,1.20031736985459e-05,1.68948029876425e-11,6.30330446795504e-06,2.11449861636778e-05,-1599.64977724084,0.0973857441310715,0.0741986134030035,0.98,0.47772253042153
"quadratic",800,"montoril",109,40.068,127.117690459888,446.260317155809,169.249515999997,1014.71271615816,151.574126422725,28.214936455362,1241.93386806249,154.774276305304,3.17254892831905,11.1375740530051,4.22405700309465,25.3247658020904,3.78292219284029,30.9956540896098,0.00206916613317637,0.00195315686349962,5.19845833506376e-07,0.000865587401970119,0.00350111381674571,1.22480600768935e-05,1.1598613017545e-05,1.47077310213743e-11,6.08005847885262e-06,1.99579653515634e-05,-1577.28397635479,0.0830685886224516,0.0694900352555442,1,0.466021017145371
"quadratic",800,"montoril",10,40.283,180.413532191721,674.731808330281,177.700571465021,779.161733675178,164.341402486614,12.0496599260957,1398.2084646987,60.4773984385559,4.47865184300378,16.7497904408877,4.41130430864189,19.3421972960102,4.07967138710161,34.7096409080431,0.00223753679761646,0.00211418742820286,6.05527093814996e-07,0.000937196980284845,0.00373049403089231,1.31135750721157e-05,1.23872138989931e-05,1.82104550433079e-11,6.15501636860771e-06,2.1566996354736e-05,-1589.47217549619,0.0926122139010137,0.0696670274926664,0.99375,0.4701328457549
"quadratic",800,"montoril",110,40.338,53.9578527757855,257.963198366926,154.575611532654,854.553126331139,159.9034731789,50.8168996712449,1282.60785217888,140.907747356944,1.33764323406677,6.39504185549422,3.83200980546021,21.1848164591983,3.96409026671874,31.7965157464147,0.00211102364629287,0.00199686163688733,5.27281918233567e-07,0.000927298007933023,0.00359841414339931,1.24572232793343e-05,1.17772053266555e-05,1.49126863540614e-11,6.23432779658741e-06,2.0301908178882e-05,-1556.26441358511,0.0973048252146402,0.0770691025213329,0.995,0.47255218195053
"quadratic",800,"montoril",111,40.461,79.3305316199332,417.236578704279,107.627946727155,827.085569740934,153.312674650526,29.8458923573389,1304.57438078696,183.383985389644,1.96066660784294,10.3120678852297,2.66004168772782,20.4415503754463,3.789146947691,32.2427616911832,0.00215184524421514,0.00203867171409155,5.73971800577284e-07,0.000881165953750344,0.00362659611118872,1.20339370242849e-05,1.13635188741103e-05,1.40620853445797e-11,5.89570273816251e-06,1.95053546921269e-05,-1546.57651364856,0.0851691130771639,0.0625698297311166,1,0.477408127124576
"quadratic",800,"montoril",112,40.961,168.331867122349,693.890726154234,153.380653333739,1237.26775835252,155.205868375236,43.8876262996516,1250.51943262286,397.494140594843,4.10956439350478,16.9402779754946,3.74455343701908,30.2059949306051,3.78911326323176,30.5295142360504,0.00210175213416549,0.00198604824635768,4.67815727318843e-07,0.000974660845142408,0.00347971828611603,1.27277374843449e-05,1.20762768512621e-05,1.53516765154295e-11,6.28497130730413e-06,2.04728525656952e-05,-1592.23660610582,0.089798493393385,0.0705656171354541,1,0.46611768058971
"quadratic",800,"montoril",113,40.353,100.679770246476,503.270421999893,136.28142996648,1087.60877146665,201.063119916801,34.8434526790224,1992.48134962313,237.824075542642,2.49497609214868,12.4716978167644,3.37723167958962,26.952364668467,4.98260649559639,49.3762879989871,0.00270408491373107,0.00256840340604505,9.57779282419942e-07,0.00109118138992922,0.00466230548079502,1.36388342883641e-05,1.27798260570481e-05,2.15047481731726e-11,6.34117297549551e-06,2.26548402755705e-05,-1552.4761984252,0.0950590948063915,0.0758266691691236,1,0.492549485147888
"quadratic",800,"montoril",114,40.933,148.64578604323,631.021210749343,169.727522508052,1095.74798824194,165.701484581024,57.0288783131139,1284.76637095607,279.574654802455,3.63144128315125,15.4159531612475,4.14647161234339,26.7693056517222,4.04811483597645,31.3870561883093,0.0020803111500429,0.0019606644572594,4.97679331468752e-07,0.000933703303775338,0.00350244828120248,1.27244780203158e-05,1.20194368906633e-05,1.59713865274434e-11,6.35030974103759e-06,2.09582364785026e-05,-1590.56267289803,0.0968268251248501,0.0722495165369713,0.9575,0.467186952108927
"quadratic",800,"montoril",115,40.538,140.648890849176,572.636929503824,130.520035599341,845.863127708133,156.259365640604,38.0955933326694,1338.9709989639,31.110736204396,3.46955673316829,14.1259294860088,3.21969597906509,20.8659314151693,3.85463924319414,33.030021189104,0.00219705112531501,0.00204294741679197,6.60822761055265e-07,0.000890878209323905,0.00379516498037072,1.22748579572214e-05,1.16238942721398e-05,1.45178028650818e-11,5.98578618277255e-06,1.98618276328597e-05,-1568.12029550724,0.0855411618569182,0.069183656295928,1,0.474688235044421
"quadratic",800,"montoril",116,41.126,30.9040466618805,123.685163363753,139.920792824089,712.660355724094,170.863519318338,13.2452109247593,1526.52292827746,73.2577353229167,0.751447907938543,3.00746883635056,3.40224657939233,17.3287058241525,4.15463500749741,37.1181959898229,0.00234197039120698,0.00220291776615906,6.98019519279002e-07,0.000962046981668026,0.00405028429360405,1.25413940908539e-05,1.17867559421502e-05,1.70259771453208e-11,5.94781360525877e-06,2.07332195952963e-05,-1597.17463820928,0.0871063020926425,0.0653595615328642,1,0.476731974384023
"quadratic",800,"montoril",117,40.184,96.5958422096978,472.766995202774,89.2271784774487,1156.61838414724,153.512403094425,49.968652321289,1315.41921798028,275.066218327624,2.40383839860884,11.765055624198,2.22046532145751,28.7830575390015,3.82023698721941,32.7348999099214,0.00205808268630898,0.00192896558313342,5.2811411371935e-07,0.000875396339845769,0.00351390952530874,1.19289007818938e-05,1.12797839085826e-05,1.37164918142244e-11,5.83277339421245e-06,1.92975093948445e-05,-1574.58339611765,0.0771983881495358,0.0614490428668437,1,0.467595564356657
"quadratic",800,"montoril",118,40.598,127.115022099379,440.896578835742,175.061474432464,1053.23776750124,161.292420298923,12.4622268149513,1338.90025024043,196.378032272284,3.13106611407899,10.8600566243594,4.31207139347908,25.9430949184994,3.97291542191544,32.9794632799752,0.00215008073398079,0.00201636656333888,5.98014420346336e-07,0.000897237052598491,0.00364338518781802,1.27171179303108e-05,1.19974043885965e-05,1.69781681451453e-11,5.86987627639313e-06,2.07462715243217e-05,-1603.67658470349,0.107369569612528,0.0822851907375941,0.97625,0.46901106266797
"quadratic",800,"montoril",119,40.277,49.9034975751934,197.140477016682,135.707273684594,1146.35054171524,135.150502221559,38.8446397364246,1036.20591391054,128.961957867424,1.23900731373224,4.89461670473674,3.36934909960011,28.4616665023522,3.3555255411664,25.7269884527282,0.00184793580581622,0.00175245258711307,3.96193556705377e-07,0.000780969224699457,0.00311926883716325,1.1913481300049e-05,1.1241127098573e-05,1.37930586167479e-11,5.89395775311822e-06,1.92779265784979e-05,-1556.04792694135,0.0969641640014047,0.0793068998677715,0.9975,0.453463249574689
"quadratic",800,"montoril",11,40.394,174.000916633883,633.152579052897,139.315747318432,837.59767548082,175.226464070486,19.26899642331,1756.35387523116,160.411883222332,4.30759312357981,15.6744214252834,3.44892180319928,20.7356952884295,4.33793296208561,43.4805633319592,0.00240793849505425,0.00226068751903053,8.25183016742812e-07,0.000932082482689391,0.0042402064002938,1.2262490776818e-05,1.16008507089051e-05,1.50791684462733e-11,5.8397531041946e-06,2.01439371616132e-05,-1608.25790803387,0.0708638979123656,0.0593694459630715,1,0.478140755870144
"quadratic",800,"montoril",120,40.44,90.1455688928477,461.977826742546,146.927771225371,1009.76567168289,146.036592089244,56.6649696783117,1166.46784997999,95.9907683868072,2.22911891426429,11.4237840440788,3.63322876422778,24.9694775391417,3.61119169360147,28.8444077640947,0.00208203863482211,0.00196587607653799,5.05426257329308e-07,0.000907382858087879,0.00347949106682573,1.26544950271217e-05,1.19902679649216e-05,1.61633987596725e-11,5.97671534734376e-06,2.05080546228314e-05,-1556.6473273734,0.124567746774725,0.0961519662295793,0.93875,0.471678815032324
"quadratic",800,"montoril",121,40.497,93.0354248735657,549.67160536758,118.056973869,747.716643360276,176.743879215014,52.4096077138565,1616.99549394033,133.84605266744,2.29734115795159,13.5731438221987,2.91520295007037,18.4635070094149,4.36436968701421,39.9287723520342,0.00234424426062083,0.00216415877999945,8.81349866305564e-07,0.000956662179130603,0.00418796657269969,1.22916510191961e-05,1.16295444884985e-05,1.6075719544743e-11,5.96403720328508e-06,1.99588153756887e-05,-1614.21720090798,0.0876938922238161,0.0707910378873641,0.995,0.474071630122657
"quadratic",800,"montoril",122,40.519,85.6871510499573,353.301584033938,135.324830918959,1114.91568348746,173.862457934679,21.6190245616718,1697.93820228101,204.405724407397,2.11474002443193,8.71940531686217,3.33978703617954,27.5158736268777,4.29088718711417,41.9047410420053,0.00241537797774948,0.00226877208322139,7.51993437628296e-07,0.00100501206146459,0.00415195070478959,1.28669913769632e-05,1.21451829034689e-05,1.67657891435129e-11,6.15794501809949e-06,2.11803817554952e-05,-1559.46025559305,0.0833033034548205,0.0679660498711973,0.99875,0.478762488642875
"quadratic",800,"montoril",123,40.219,112.87724299274,580.634322607148,172.083294777767,915.306973469681,133.045483502847,17.9125307321588,1036.95179790234,206.803059021237,2.80656513072775,14.4368164948693,4.27865672388092,22.7580738822368,3.30802564715301,25.7826350208196,0.00189839111690329,0.00180260998794435,4.20461177403917e-07,0.000814574175393049,0.00312754531855321,1.218359917455e-05,1.15780604468696e-05,1.43970883564224e-11,5.87791623758651e-06,1.96138909145837e-05,-1551.67574343152,0.105585633613376,0.0847187311867703,0.98375,0.466215194899088
"quadratic",800,"montoril",124,40.26,183.722826204817,706.854584047845,157.9136925664,1161.77807042682,163.456202869908,14.5637872293628,1495.07728371996,324.426799577901,4.56340849987126,17.557242524785,3.92234705828117,28.8568820274917,4.06001497441401,37.1355510114248,0.00226925864795721,0.002136053898148,6.33108846136168e-07,0.000954234024843432,0.00386652307613619,1.25806520213466e-05,1.19180562785357e-05,1.54932494371994e-11,6.15590168965799e-06,2.03742874636701e-05,-1544.71703624114,0.110503201638015,0.0885089847873056,0.97,0.47460262114342
"quadratic",800,"montoril",125,40.665,99.6372762840543,438.21021079167,152.771751874141,1254.72330709258,136.02950197763,37.8659024223523,1033.56437314869,254.203110922303,2.45019737572985,10.7761025646544,3.75683639183919,30.8551163677014,3.34512484882896,25.4165590347644,0.00188062237177586,0.00177092320799509,4.2106562173829e-07,0.000795529363943097,0.00313936941995994,1.22732150424626e-05,1.15915453427561e-05,1.50393410745067e-11,6.03011336529873e-06,1.98951746034427e-05,-1588.92165183885,0.113103199924421,0.0921140052466937,0.9725,0.457834440233451
"quadratic",800,"montoril",126,39.886,110.276896301985,336.149638524429,123.50503650635,638.424159767164,169.829816889691,38.2154891152529,1468.79331815132,235.224158328608,2.76480209351615,8.42776007933684,3.09645079743142,16.0062217260985,4.25788038132905,36.8247835870059,0.00237050666064738,0.00219804414912596,8.47377920142233e-07,0.000935978193559931,0.00415856008341071,1.28620856333672e-05,1.20959843393734e-05,1.72779904752131e-11,5.95231833918511e-06,2.120175734182e-05,-1580.06622615435,0.10232593499255,0.0829065526626142,0.97875,0.484108656172007
"quadratic",800,"montoril",127,41.134,115.560537510878,458.26076201356,212.075401602051,1166.35482782827,129.964202458577,17.0469679037059,901.471346489613,151.02757971565,2.80936785897014,11.1406807510468,5.155720367629,28.3550062680088,3.15953232018711,21.9154798096371,0.00170974775122832,0.00161599310088699,3.03326983035695e-07,0.000782368043227554,0.00283816649742404,1.15617164391141e-05,1.09856177164439e-05,1.16184042631833e-11,5.78781895504194e-06,1.84086508154088e-05,-1533.67101692827,0.0988354988784346,0.07725680942468,0.975,0.454303921699233
"quadratic",800,"montoril",128,40.493,90.7709337020116,365.020443565095,188.629816025478,929.585947261283,163.042834814836,11.3871397362458,1373.98785024905,134.811364818724,2.2416450670983,9.01440850431174,4.65833146532679,22.9567072644971,4.02644493652819,33.9314906341602,0.00213378743811052,0.00202106855821597,5.34233143037203e-07,0.000924732516457176,0.00360937802718106,1.29622285612278e-05,1.22698057450653e-05,1.69896259310794e-11,5.98031307871482e-06,2.10528814213253e-05,-1557.22134855094,0.0822021737049911,0.0637224579307175,0.9925,0.468591611792125
"quadratic",800,"montoril",129,40.816,162.111000548453,584.563359581082,160.76834310141,987.62045689441,184.591940856602,37.4325474915439,1802.4411614722,278.39599957174,3.97175128744739,14.3219168850716,3.93885591683187,24.1968947690712,4.52253873129659,44.1601617373629,0.00252877315267322,0.00238659203692086,8.31715897357505e-07,0.000982194272676686,0.00435566178594386,1.28249339801738e-05,1.20825060006128e-05,1.70815698811713e-11,6.1159421926909e-06,2.11281758381493e-05,-1587.56343492439,0.0852385447594054,0.0694643295298312,1,0.483929344374264
"quadratic",800,"montoril",12,40.222,103.151521026574,395.225215701846,101.861988392557,687.825744349561,155.019730197666,6.55741754725226,1284.13910382427,46.2603454004412,2.56455474681951,9.82609556217606,2.53249436608217,17.100734532086,3.85410298338387,31.9262867043973,0.00214244357930234,0.00198628224900432,6.4974524354338e-07,0.000847109146754171,0.00375918404243553,1.25723608570297e-05,1.18339989442478e-05,1.79255273974901e-11,5.85159554634487e-06,2.05316291264929e-05,-1543.75635336675,0.093121315095542,0.0659225870324798,0.9775,0.472407162156685
"quadratic",800,"montoril",130,40.047,39.1289008243851,349.367395692559,141.402509284011,836.097549933479,126.445029764679,31.0491402077235,915.753639079942,55.1599407313569,0.977074458121336,8.72393426954725,3.53091390825808,20.8779072073683,3.15741578057479,22.8669722845642,0.00180030452174363,0.00170863075528853,3.56023207823739e-07,0.0008160054689507,0.00296168715185732,1.1836163264782e-05,1.11897564953811e-05,1.2996988320186e-11,5.89257043918292e-06,1.90142368646297e-05,-1531.87623236879,0.080204378051466,0.0616364190173589,1,0.461001298761419
"quadratic",800,"montoril",131,40.396,68.7689086314417,398.296656855662,172.051593719487,1173.66567207988,141.204530502064,44.8481853958905,1097.30862482004,131.164906423744,1.70236926011095,9.85980435824493,4.25912451033485,29.0540071313961,3.49550773596554,27.1637940593137,0.00202182965843403,0.00188612535564085,4.9209993709919e-07,0.00085151792013039,0.00341241889942749,1.20224212642837e-05,1.1393933877861e-05,1.43339330323479e-11,5.75506924670604e-06,1.94094799492317e-05,-1556.64355184353,0.106471099641776,0.082392144171751,0.99,0.47079185753612
"quadratic",800,"montoril",132,40.205,172.629454226667,613.86067119927,206.377926471356,715.415056743137,139.821179130112,31.4535302296811,1239.88885223123,330.047445030558,4.29373098437177,15.2682669120575,5.13314081510647,17.7941812397248,3.47770623380456,30.8391705566777,0.00207698225985791,0.00198192246553302,4.58617655577793e-07,0.000962458327678743,0.00344991066061084,1.24355894444196e-05,1.17635843874025e-05,1.52944367634559e-11,6.01604675860032e-06,2.03686692804294e-05,-1598.7656862753,0.10632971584924,0.0866996480670389,0.97375,0.472799284246296
"quadratic",800,"montoril",133,40.53,121.980244815112,448.797422075041,185.186781734425,1000.41446871121,173.705382606132,56.9453384961417,1529.67091499752,292.702718100035,3.00962854219373,11.0732154472006,4.56912858954911,24.6833078882608,4.28584709119497,37.7416954107456,0.00224279733893947,0.00211022258918799,6.00758065927487e-07,0.000962593117108606,0.00382214410525363,1.22778448574652e-05,1.15553858993297e-05,1.59449532186483e-11,6.00619453122072e-06,2.00875699605932e-05,-1590.97961711591,0.0864194286557928,0.070343957823617,0.995,0.467671335999121
"quadratic",800,"montoril",134,41.691,91.4287553792243,269.152554798209,155.682062364416,997.761430342827,154.570310367653,9.21757181370484,1346.37558959427,190.466412575468,2.193009411605,6.45589107476936,3.73418873052734,23.9322978662739,3.70752225582627,32.2941543641139,0.00211404258462249,0.0019684447913365,5.45225908312794e-07,0.000905523522717791,0.00360346282923771,1.21241172363907e-05,1.15020940188502e-05,1.43121997821223e-11,5.91822992843345e-06,1.94629959271987e-05,-1570.41186316104,0.0851109477604591,0.0644789036458951,0.9875,0.469037532959117
"quadratic",800,"montoril",135,40.48,86.7571428705398,357.857446284998,120.961482445662,918.985667951635,158.242138306277,52.582098318876,1339.57460161505,248.347093175382,2.1432100511497,8.84035193391792,2.98817891417149,22.7022151173823,3.90914373286256,33.0922579450357,0.00209957211705412,0.00197218866456368,5.81062843416747e-07,0.000850579061198238,0.00360577914797418,1.21265768463479e-05,1.14736537977699e-05,1.42502600595154e-11,5.90548259302293e-06,1.97136293568057e-05,-1587.39670177902,0.0845994062920265,0.0664997057193873,1,0.466678304058417
"quadratic",800,"montoril",136,41.088,133.293608553488,734.101115217933,138.285493413142,872.645344265499,161.346367352091,39.9440092378131,1358.91511228533,259.718025203322,3.24410067546457,17.8665575160128,3.3655932002809,21.2384478257764,3.92684889388851,33.0732844695612,0.00215449327573492,0.0019974413488044,6.24624669180973e-07,0.000924851589002046,0.00373066303570499,1.22749869189904e-05,1.16001356309595e-05,1.54880448884353e-11,5.83799945514032e-06,1.99596154406525e-05,-1591.38981032209,0.087288064797948,0.0704100974951095,0.99125,0.472895891067743
"quadratic",800,"montoril",137,40.432,142.284713977212,522.539483786747,156.681064805179,849.236407060596,146.368446270868,42.0257042433978,1136.13802309007,314.284787958452,3.51911144581549,12.9239088787779,3.87517473301295,21.0040662608972,3.62011392636695,28.0999708916223,0.00193396546943798,0.00182892567846786,4.33747349781675e-07,0.000897264285324121,0.0032866780791215,1.20220541021022e-05,1.13645196992162e-05,1.49923226082659e-11,5.71195605299427e-06,1.96487830243334e-05,-1559.31046976501,0.0684559446776384,0.0561550953636063,1,0.463763010618825
"quadratic",800,"montoril",138,40.343,175.544557305009,748.30724487474,103.237715799173,1001.53209728801,198.566862704961,62.0382778112294,2002.7582782176,436.404095966944,4.35130152207345,18.5486266483588,2.55899947448561,24.8254244178174,4.92196571164666,49.6432659499194,0.00253788454638229,0.00232540810052422,1.06225726461486e-06,0.000921342265321828,0.0046686918048119,1.27810031298004e-05,1.21124503107058e-05,1.64890270285636e-11,6.11176850380649e-06,2.08691821826784e-05,-1587.45420772249,0.0949724529126156,0.0773225918580918,0.9925,0.477885540356609
"quadratic",800,"montoril",139,40.308,160.238651557411,631.882953169625,187.893435909004,1156.58250217166,166.263674776244,23.3225376785299,1374.39312340413,222.506525458312,3.97535604737052,15.6763658124845,4.66144278825552,28.6936216674522,4.12483067322229,34.097279036522,0.00214357491295271,0.00204885152451064,5.07557427445395e-07,0.000969776211831335,0.00357452668449167,1.2667675409912e-05,1.19716253963319e-05,1.55228858483557e-11,6.14166462063233e-06,2.06175245594844e-05,-1615.44105809002,0.125321329271021,0.101518902784196,0.9625,0.465956155071096
"quadratic",800,"montoril",13,40.325,122.606856593373,500.195900113717,228.847003997409,903.886717386478,169.022201645571,57.8718784786544,1451.90905220752,298.663691598209,3.04046761545872,12.4041140759756,5.67506519522403,22.4150456884434,4.19149911086351,36.0051841836954,0.00216236755122616,0.00205297059880741,5.34200501689425e-07,0.000958179703088587,0.00361370063865168,1.26235937051586e-05,1.18869814233379e-05,1.6229211736893e-11,6.16960466014274e-06,2.07362780003148e-05,-1559.06464038897,0.0865794118675515,0.0696841405418756,0.99625,0.466018991475914
"quadratic",800,"montoril",140,39.966,89.0438064982295,289.596551871622,188.109933151401,1127.17799085803,135.036609865505,18.7320530288691,1127.11795640171,27.1994880440222,2.22798895306584,7.24607295880552,4.7067490654907,28.2034226807293,3.37878721577102,28.201920542504,0.00197579324227732,0.00185970020222215,4.33823986640502e-07,0.000909460618952999,0.00331391097240246,1.23538779983406e-05,1.16130124863973e-05,1.59728238414438e-11,6.04881208627538e-06,2.02854644223699e-05,-1574.94981826549,0.0887933668125193,0.072643077036882,1,0.474669025453357
"quadratic",800,"montoril",141,41.356,89.7313627965563,431.866814162398,196.682031772872,641.242043772424,139.469796376129,32.8989723854771,1095.82003561716,36.0407722744846,2.1697302156049,10.4426640430022,4.75582821774041,15.5054174429931,3.37241987561972,26.4972443083751,0.00185457558542368,0.00173584241814745,4.13822934660358e-07,0.000834634667042712,0.00309563719885698,1.18412634598054e-05,1.11555635288096e-05,1.40417590901438e-11,5.63824078112635e-06,1.93152573129044e-05,-1574.41544664359,0.115145565043041,0.0928183916394279,0.985,0.456219255415211
