"method","f","Tt","replica","rmse_lambda1"
"montoril","constant",200,54,0.624044859507354
"pg_apf","constant",200,54,0.627832968592709
"sir_laplace","constant",200,54,0.634616742346613
"sir_collapsed","constant",200,54,0.641797306254072
"stan","constant",200,54,0.624436315303572
"montoril","linear",200,54,0.348009681707004
"pg_apf","linear",200,54,0.343728699121996
"sir_laplace","linear",200,54,0.352076196033426
"sir_collapsed","linear",200,54,0.363509057723257
"stan","linear",200,54,0.349010500485699
"montoril","quadratic",200,54,0.390096625962433
"pg_apf","quadratic",200,54,0.392724405926776
"sir_laplace","quadratic",200,54,0.398615322417759
"sir_collapsed","quadratic",200,54,0.401954736917065
"stan","quadratic",200,54,0.397025286916531
"montoril","sinusoidal",200,54,0.3278461854489
"pg_apf","sinusoidal",200,54,0.343255662607575
"sir_laplace","sinusoidal",200,54,0.346985982715009
"sir_collapsed","sinusoidal",200,54,0.364141923647654
"stan","sinusoidal",200,54,0.344587894934095
"montoril","constant",400,54,0.66281149683721
"pg_apf","constant",400,54,0.665630307429164
"sir_laplace","constant",400,54,0.664866334188104
"sir_collapsed","constant",400,54,0.669517022784704
"stan","constant",400,54,0.663793711764386
"montoril","linear",400,54,0.395710701599391
"pg_apf","linear",400,54,0.401483451050186
"sir_laplace","linear",400,54,0.403647934067918
"sir_collapsed","linear",400,54,0.41340013805392
"stan","linear",400,54,0.403694298783599
"montoril","quadratic",400,54,0.440009704068102
"pg_apf","quadratic",400,54,0.443663860799099
"sir_laplace","quadratic",400,54,0.448454714007121
"sir_collapsed","quadratic",400,54,0.45709690097192
"stan","quadratic",400,54,0.442979396103242
"montoril","sinusoidal",400,54,0.458959027668584
"pg_apf","sinusoidal",400,54,0.453595714340071
"sir_laplace","sinusoidal",400,54,0.458984541046835
"sir_collapsed","sinusoidal",400,54,0.466946258827898
"stan","sinusoidal",400,54,0.457686828543562
"montoril","constant",800,54,0.545627216961884
"pg_apf","constant",800,54,0.539942062906127
"sir_laplace","constant",800,54,0.538008522513631
"sir_collapsed","constant",800,54,0.533735312647493
"stan","constant",800,54,0.543120484851151
"montoril","linear",800,54,0.314475100427742
"pg_apf","linear",800,54,0.310696472322911
"sir_laplace","linear",800,54,0.308768238045846
"sir_collapsed","linear",800,54,0.311238834030675
"stan","linear",800,54,0.319486281143919
"montoril","quadratic",800,54,0.307657766622088
"pg_apf","quadratic",800,54,0.299596550122748
"sir_laplace","quadratic",800,54,0.303513195953163
"sir_collapsed","quadratic",800,54,0.300568565334395
"stan","quadratic",800,54,0.307423174086453
"montoril","sinusoidal",800,54,0.330844687718888
"pg_apf","sinusoidal",800,54,0.323113498614883
"sir_laplace","sinusoidal",800,54,0.326230162202414
"sir_collapsed","sinusoidal",800,54,0.321240951088927
"stan","sinusoidal",800,54,0.327217449759176
"montoril","constant",1600,54,0.430073374247413
"pg_apf","constant",1600,54,0.421423765462063
"sir_laplace","constant",1600,54,0.422037456935944
"sir_collapsed","constant",1600,54,0.42375704524759
"stan","constant",1600,54,0.421859992916204
"montoril","linear",1600,54,0.302159690200309
"pg_apf","linear",1600,54,0.298807831796597
"sir_laplace","linear",1600,54,0.300565752894331
"sir_collapsed","linear",1600,54,0.304469657268962
"stan","linear",1600,54,0.300023786105452
"montoril","quadratic",1600,54,0.295503329423112
"pg_apf","quadratic",1600,54,0.301563500332329
"sir_laplace","quadratic",1600,54,0.302493805671428
"sir_collapsed","quadratic",1600,54,0.308366727232813
"stan","quadratic",1600,54,0.302797610312205
"montoril","sinusoidal",1600,54,0.300813872654199
"pg_apf","sinusoidal",1600,54,0.30663787329415
"sir_laplace","sinusoidal",1600,54,0.310702421280679
"sir_collapsed","sinusoidal",1600,54,0.31276737552379
"stan","sinusoidal",1600,54,0.30845287026868
"montoril","constant",200,55,0.678224327285838
"pg_apf","constant",200,55,0.685885556481598
"sir_laplace","constant",200,55,0.6884529131713
"sir_collapsed","constant",200,55,0.694356490437811
"stan","constant",200,55,0.680417524250098
"montoril","linear",200,55,0.332328573417483
"pg_apf","linear",200,55,0.32827048962491
"sir_laplace","linear",200,55,0.338734145551346
"sir_collapsed","linear",200,55,0.339687717321249
"stan","linear",200,55,0.331647155210118
"montoril","quadratic",200,55,0.328659394793705
"pg_apf","quadratic",200,55,0.325171555323822
"sir_laplace","quadratic",200,55,0.333390773123105
"sir_collapsed","quadratic",200,55,0.34261753198669
"stan","quadratic",200,55,0.333251025344621
"montoril","sinusoidal",200,55,0.381787476538321
"pg_apf","sinusoidal",200,55,0.364108437043375
"sir_laplace","sinusoidal",200,55,0.376718152157629
"sir_collapsed","sinusoidal",200,55,0.38721761543312
"stan","sinusoidal",200,55,0.367938626410968
"montoril","constant",400,55,0.679736640748493
"pg_apf","constant",400,55,0.678950565946944
"sir_laplace","constant",400,55,0.678403444781731
"sir_collapsed","constant",400,55,0.676791223465671
"stan","constant",400,55,0.679295670288524
"montoril","linear",400,55,0.484510499946215
"pg_apf","linear",400,55,0.476144856888987
"sir_laplace","linear",400,55,0.477709513073654
"sir_collapsed","linear",400,55,0.481637207733845
"stan","linear",400,55,0.473584988585466
"montoril","quadratic",400,55,0.503157786491353
"pg_apf","quadratic",400,55,0.509339925150663
"sir_laplace","quadratic",400,55,0.514626498652129
"sir_collapsed","quadratic",400,55,0.518813058250583
"stan","quadratic",400,55,0.512891226930217
"montoril","sinusoidal",400,55,0.48321266313478
"pg_apf","sinusoidal",400,55,0.477629244621312
"sir_laplace","sinusoidal",400,55,0.480973233363935
"sir_collapsed","sinusoidal",400,55,0.483450525898523
"stan","sinusoidal",400,55,0.478320074340096
"montoril","constant",800,55,0.474308632710693
"pg_apf","constant",800,55,0.475187969306984
"sir_laplace","constant",800,55,0.473570405076135
"sir_collapsed","constant",800,55,0.469590111220281
"stan","constant",800,55,0.476682857344482
"montoril","linear",800,55,0.297742092345261
"pg_apf","linear",800,55,0.297061671828238
"sir_laplace","linear",800,55,0.295908896326355
"sir_collapsed","linear",800,55,0.292594500148135
"stan","linear",800,55,0.298090719955287
"montoril","quadratic",800,55,0.307404550212386
"pg_apf","quadratic",800,55,0.301390506499315
"sir_laplace","quadratic",800,55,0.300442784114389
"sir_collapsed","quadratic",800,55,0.297406659976258
"stan","quadratic",800,55,0.30184561645865
"montoril","sinusoidal",800,55,0.28351941020582
"pg_apf","sinusoidal",800,55,0.289087858348262
"sir_laplace","sinusoidal",800,55,0.2870319388632
"sir_collapsed","sinusoidal",800,55,0.283115229103321
"stan","sinusoidal",800,55,0.291473239699919
"montoril","constant",1600,55,0.448635249948021
"pg_apf","constant",1600,55,0.443279317875205
"sir_laplace","constant",1600,55,0.442801037436097
"sir_collapsed","constant",1600,55,0.439756743015239
"stan","constant",1600,55,0.444821125711492
"montoril","linear",1600,55,0.313145390789428
"pg_apf","linear",1600,55,0.303131700410242
"sir_laplace","linear",1600,55,0.305308039577311
"sir_collapsed","linear",1600,55,0.305983263714884
"stan","linear",1600,55,0.307273052995019
"montoril","quadratic",1600,55,0.306072389517261
"pg_apf","quadratic",1600,55,0.302025332751006
"sir_laplace","quadratic",1600,55,0.305027841310524
"sir_collapsed","quadratic",1600,55,0.302073799711164
"stan","quadratic",1600,55,0.302095641775025
"montoril","sinusoidal",1600,55,0.306929995348939
"pg_apf","sinusoidal",1600,55,0.311080116183826
"sir_laplace","sinusoidal",1600,55,0.309654690756903
"sir_collapsed","sinusoidal",1600,55,0.310211769563386
"stan","sinusoidal",1600,55,0.310327545131849
"montoril","constant",200,56,0.700554273245412
"pg_apf","constant",200,56,0.700375685846255
"sir_laplace","constant",200,56,0.700804428284576
"sir_collapsed","constant",200,56,0.690597165324967
"stan","constant",200,56,0.695058244940308
"montoril","linear",200,56,0.301367196441036
"pg_apf","linear",200,56,0.300191937164134
"sir_laplace","linear",200,56,0.290874240683792
"sir_collapsed","linear",200,56,0.29092491138396
"stan","linear",200,56,0.295200721036308
"montoril","quadratic",200,56,0.329831775826719
"pg_apf","quadratic",200,56,0.323392315987932
"sir_laplace","quadratic",200,56,0.322649465219378
"sir_collapsed","quadratic",200,56,0.319572875908996
"stan","quadratic",200,56,0.324137236114735
"montoril","sinusoidal",200,56,0.269475884069291
"pg_apf","sinusoidal",200,56,0.25958044390112
"sir_laplace","sinusoidal",200,56,0.254797048977723
"sir_collapsed","sinusoidal",200,56,0.259656522628851
"stan","sinusoidal",200,56,0.260680427285525
"montoril","constant",400,56,0.683023525225232
"pg_apf","constant",400,56,0.67926533211274
"sir_laplace","constant",400,56,0.678579234616063
"sir_collapsed","constant",400,56,0.67576559649541
"stan","constant",400,56,0.678559034769177
"montoril","linear",400,56,0.37520983672294
"pg_apf","linear",400,56,0.379963698035851
"sir_laplace","linear",400,56,0.38859426569344
"sir_collapsed","linear",400,56,0.391235566385547
"stan","linear",400,56,0.386510201213166
"montoril","quadratic",400,56,0.395537606034839
"pg_apf","quadratic",400,56,0.384636102480922
"sir_laplace","quadratic",400,56,0.386459068498539
"sir_collapsed","quadratic",400,56,0.393438872281766
"stan","quadratic",400,56,0.389186108813843
"montoril","sinusoidal",400,56,0.36582409129669
"pg_apf","sinusoidal",400,56,0.372416323638546
"sir_laplace","sinusoidal",400,56,0.374675557100756
"sir_collapsed","sinusoidal",400,56,0.37557347073253
"stan","sinusoidal",400,56,0.37567720101704
"montoril","constant",800,56,0.551179105076414
"pg_apf","constant",800,56,0.546957256901717
"sir_laplace","constant",800,56,0.547693683328226
"sir_collapsed","constant",800,56,0.548520512623143
"stan","constant",800,56,0.548982282372865
"montoril","linear",800,56,0.348913001876567
"pg_apf","linear",800,56,0.35242254862446
"sir_laplace","linear",800,56,0.358059869067716
"sir_collapsed","linear",800,56,0.358176306538242
"stan","linear",800,56,0.349493257142095
"montoril","quadratic",800,56,0.340740789788404
"pg_apf","quadratic",800,56,0.336202117426697
"sir_laplace","quadratic",800,56,0.337853045388047
"sir_collapsed","quadratic",800,56,0.346507572141354
"stan","quadratic",800,56,0.338185460410593
"montoril","sinusoidal",800,56,0.349622738749906
"pg_apf","sinusoidal",800,56,0.343092500455362
"sir_laplace","sinusoidal",800,56,0.344458496240972
"sir_collapsed","sinusoidal",800,56,0.347604929923352
"stan","sinusoidal",800,56,0.342002046732145
"montoril","constant",1600,56,0.453009738187506
"pg_apf","constant",1600,56,0.451994519703822
"sir_laplace","constant",1600,56,0.45037292531189
"sir_collapsed","constant",1600,56,0.448675699832394
"stan","constant",1600,56,0.452041231843227
"montoril","linear",1600,56,0.311877649441696
"pg_apf","linear",1600,56,0.312525275996508
"sir_laplace","linear",1600,56,0.314297861404621
"sir_collapsed","linear",1600,56,0.313541034730932
"stan","linear",1600,56,0.313218162436754
"montoril","quadratic",1600,56,0.313901523685137
"pg_apf","quadratic",1600,56,0.306587105973278
"sir_laplace","quadratic",1600,56,0.309679950955993
"sir_collapsed","quadratic",1600,56,0.308318457503091
"stan","quadratic",1600,56,0.310319335573472
"montoril","sinusoidal",1600,56,0.311064377986105
"pg_apf","sinusoidal",1600,56,0.306855278741395
"sir_laplace","sinusoidal",1600,56,0.310628003754401
"sir_collapsed","sinusoidal",1600,56,0.309542538891198
"stan","sinusoidal",1600,56,0.312500874541774
"montoril","constant",200,57,0.76113532631861
"pg_apf","constant",200,57,0.767237566599269
"sir_laplace","constant",200,57,0.760608378362216
"sir_collapsed","constant",200,57,0.757599844413037
"stan","constant",200,57,0.766873532944627
"montoril","linear",200,57,0.438276474803441
"pg_apf","linear",200,57,0.428292586880174
"sir_laplace","linear",200,57,0.428999644427676
"sir_collapsed","linear",200,57,0.423422181285504
"stan","linear",200,57,0.427854438126518
"montoril","quadratic",200,57,0.429611752104978
"pg_apf","quadratic",200,57,0.429847294813045
"sir_laplace","quadratic",200,57,0.428025411707919
"sir_collapsed","quadratic",200,57,0.425243398712967
"stan","quadratic",200,57,0.430423055658135
"montoril","sinusoidal",200,57,0.377457263082613
"pg_apf","sinusoidal",200,57,0.380116862007451
"sir_laplace","sinusoidal",200,57,0.375971992409021
"sir_collapsed","sinusoidal",200,57,0.378872675345557
"stan","sinusoidal",200,57,0.382423787068465
"montoril","constant",400,57,0.614812736680569
"pg_apf","constant",400,57,0.615597457010011
"sir_laplace","constant",400,57,0.615380359575456
"sir_collapsed","constant",400,57,0.616184480750512
"stan","constant",400,57,0.614587260839779
"montoril","linear",400,57,0.319970177466735
"pg_apf","linear",400,57,0.314744439674835
"sir_laplace","linear",400,57,0.318681189570112
"sir_collapsed","linear",400,57,0.326324101833477
"stan","linear",400,57,0.315743262607503
"montoril","quadratic",400,57,0.35461335686291
"pg_apf","quadratic",400,57,0.344029784490554
"sir_laplace","quadratic",400,57,0.350519131915205
"sir_collapsed","quadratic",400,57,0.358581445370123
"stan","quadratic",400,57,0.348234044199441
"montoril","sinusoidal",400,57,0.315086859327012
"pg_apf","sinusoidal",400,57,0.312426829934379
"sir_laplace","sinusoidal",400,57,0.317017293695122
"sir_collapsed","sinusoidal",400,57,0.32646183024966
"stan","sinusoidal",400,57,0.321077747410784
"montoril","constant",800,57,0.570226249564869
"pg_apf","constant",800,57,0.570527465229567
"sir_laplace","constant",800,57,0.570703642748028
"sir_collapsed","constant",800,57,0.571823993768563
"stan","constant",800,57,0.568318332822746
"montoril","linear",800,57,0.358435566380509
"pg_apf","linear",800,57,0.365983867280062
"sir_laplace","linear",800,57,0.37135650223192
"sir_collapsed","linear",800,57,0.372236133608257
"stan","linear",800,57,0.368777069990763
"montoril","quadratic",800,57,0.38132338382545
"pg_apf","quadratic",800,57,0.373574058360105
"sir_laplace","quadratic",800,57,0.372526661205142
"sir_collapsed","quadratic",800,57,0.377102410521653
"stan","quadratic",800,57,0.372681063602584
"montoril","sinusoidal",800,57,0.369351487700641
"pg_apf","sinusoidal",800,57,0.364916252760824
"sir_laplace","sinusoidal",800,57,0.368340917743813
"sir_collapsed","sinusoidal",800,57,0.373540200939086
"stan","sinusoidal",800,57,0.365367441586123
"montoril","constant",1600,57,0.463496380325747
"pg_apf","constant",1600,57,0.459563093862616
"sir_laplace","constant",1600,57,0.456720495505084
"sir_collapsed","constant",1600,57,0.456651550163343
"stan","constant",1600,57,0.458477067043555
"montoril","linear",1600,57,0.295068793068408
"pg_apf","linear",1600,57,0.282874952796517
"sir_laplace","linear",1600,57,0.284071623425763
"sir_collapsed","linear",1600,57,0.286826936721264
"stan","linear",1600,57,0.284169449432831
"montoril","quadratic",1600,57,0.272086914063438
"pg_apf","quadratic",1600,57,0.274090492369685
"sir_laplace","quadratic",1600,57,0.27531389640401
"sir_collapsed","quadratic",1600,57,0.276661209850856
"stan","quadratic",1600,57,0.274311808429606
"montoril","sinusoidal",1600,57,0.29660436576771
"pg_apf","sinusoidal",1600,57,0.284147372472369
"sir_laplace","sinusoidal",1600,57,0.288168055382873
"sir_collapsed","sinusoidal",1600,57,0.288938527005143
"stan","sinusoidal",1600,57,0.288701365340225
"montoril","constant",200,58,0.702482068904855
"pg_apf","constant",200,58,0.704188561336363
"sir_laplace","constant",200,58,0.700556844424815
"sir_collapsed","constant",200,58,0.694847673754218
"stan","constant",200,58,0.704728686730211
"montoril","linear",200,58,0.400654490304842
"pg_apf","linear",200,58,0.393390349302657
"sir_laplace","linear",200,58,0.390213271908464
"sir_collapsed","linear",200,58,0.384569853960165
"stan","linear",200,58,0.393428783884788
"montoril","quadratic",200,58,0.378231559873875
"pg_apf","quadratic",200,58,0.388701701486989
"sir_laplace","quadratic",200,58,0.380438522683618
"sir_collapsed","quadratic",200,58,0.376365769579623
"stan","quadratic",200,58,0.384991910682235
"montoril","sinusoidal",200,58,0.318305196577318
"pg_apf","sinusoidal",200,58,0.320550032550285
"sir_laplace","sinusoidal",200,58,0.320875330834581
"sir_collapsed","sinusoidal",200,58,0.318497689231246
"stan","sinusoidal",200,58,0.317825463387413
"montoril","constant",400,58,0.687086899379703
"pg_apf","constant",400,58,0.679227735686096
"sir_laplace","constant",400,58,0.674220918685249
"sir_collapsed","constant",400,58,0.668083936001638
"stan","constant",400,58,0.680782233251029
"montoril","linear",400,58,0.389891181357811
"pg_apf","linear",400,58,0.390723863986579
"sir_laplace","linear",400,58,0.388052987174909
"sir_collapsed","linear",400,58,0.384874219545958
"stan","linear",400,58,0.393605062157735
"montoril","quadratic",400,58,0.440880300453433
"pg_apf","quadratic",400,58,0.429520571154321
"sir_laplace","quadratic",400,58,0.426705815010156
"sir_collapsed","quadratic",400,58,0.42392727902519
"stan","quadratic",400,58,0.43199354355517
"montoril","sinusoidal",400,58,0.398709185617571
"pg_apf","sinusoidal",400,58,0.383473291081664
"sir_laplace","sinusoidal",400,58,0.384926505905789
"sir_collapsed","sinusoidal",400,58,0.382577143379774
"stan","sinusoidal",400,58,0.388086340989823
"montoril","constant",800,58,0.531482179692709
"pg_apf","constant",800,58,0.531211887976725
"sir_laplace","constant",800,58,0.527201609726383
"sir_collapsed","constant",800,58,0.52551061390813
"stan","constant",800,58,0.528401852174634
"montoril","linear",800,58,0.335004887210423
"pg_apf","linear",800,58,0.330961602656183
"sir_laplace","linear",800,58,0.329845986827122
"sir_collapsed","linear",800,58,0.329840700198501
"stan","linear",800,58,0.332445774811986
"montoril","quadratic",800,58,0.32418446749279
"pg_apf","quadratic",800,58,0.328590115674514
"sir_laplace","quadratic",800,58,0.328788585337374
"sir_collapsed","quadratic",800,58,0.327593992775488
"stan","quadratic",800,58,0.329164595978239
"montoril","sinusoidal",800,58,0.315737558401492
"pg_apf","sinusoidal",800,58,0.307715068120036
"sir_laplace","sinusoidal",800,58,0.311183209563854
"sir_collapsed","sinusoidal",800,58,0.309831806561986
"stan","sinusoidal",800,58,0.312254399487223
"montoril","constant",1600,58,0.483278564551818
"pg_apf","constant",1600,58,0.477889891460157
"sir_laplace","constant",1600,58,0.478799174699419
"sir_collapsed","constant",1600,58,0.481086871505181
"stan","constant",1600,58,0.4804153483
"montoril","linear",1600,58,0.323855811802278
"pg_apf","linear",1600,58,0.31113508240068
"sir_laplace","linear",1600,58,0.316569247803851
"sir_collapsed","linear",1600,58,0.315258519734536
"stan","linear",1600,58,0.312643461719159
"montoril","quadratic",1600,58,0.324728802452803
"pg_apf","quadratic",1600,58,0.312972306752484
"sir_laplace","quadratic",1600,58,0.319600718993809
"sir_collapsed","quadratic",1600,58,0.31777559294191
"stan","quadratic",1600,58,0.318477416058927
"montoril","sinusoidal",1600,58,0.356841303872751
"pg_apf","sinusoidal",1600,58,0.354525503787776
"sir_laplace","sinusoidal",1600,58,0.357784611013608
"sir_collapsed","sinusoidal",1600,58,0.359907512424226
"stan","sinusoidal",1600,58,0.361627749306154
"montoril","constant",200,59,0.742934264067914
"pg_apf","constant",200,59,0.740443868917767
"sir_laplace","constant",200,59,0.738597673340856
"sir_collapsed","constant",200,59,0.736964961278064
"stan","constant",200,59,0.740318959063072
"montoril","linear",200,59,0.419653655099767
"pg_apf","linear",200,59,0.414251156862814
"sir_laplace","linear",200,59,0.406401565517443
"sir_collapsed","linear",200,59,0.411600907998125
"stan","linear",200,59,0.418607605489694
"montoril","quadratic",200,59,0.450768999690913
"pg_apf","quadratic",200,59,0.437902590461192
"sir_laplace","quadratic",200,59,0.443533234190847
"sir_collapsed","quadratic",200,59,0.449348004293034
"stan","quadratic",200,59,0.443463710286432
"montoril","sinusoidal",200,59,0.375496997651414
"pg_apf","sinusoidal",200,59,0.382121857217247
"sir_laplace","sinusoidal",200,59,0.386279918894365
"sir_collapsed","sinusoidal",200,59,0.389867870631192
"stan","sinusoidal",200,59,0.393257733097175
"montoril","constant",400,59,0.630506752754746
"pg_apf","constant",400,59,0.633222784900602
"sir_laplace","constant",400,59,0.626903556095764
"sir_collapsed","constant",400,59,0.623687469797746
"stan","constant",400,59,0.632056695780394
"montoril","linear",400,59,0.375367114100943
"pg_apf","linear",400,59,0.374933624859135
"sir_laplace","linear",400,59,0.367911391203694
"sir_collapsed","linear",400,59,0.372685563838909
"stan","linear",400,59,0.379355939723623
"montoril","quadratic",400,59,0.361283426767316
"pg_apf","quadratic",400,59,0.364761740612044
"sir_laplace","quadratic",400,59,0.363686018349284
"sir_collapsed","quadratic",400,59,0.364668876937568
"stan","quadratic",400,59,0.369567009437222
"montoril","sinusoidal",400,59,0.38765969143894
"pg_apf","sinusoidal",400,59,0.398226105340497
"sir_laplace","sinusoidal",400,59,0.391276395630595
"sir_collapsed","sinusoidal",400,59,0.391627662843052
"stan","sinusoidal",400,59,0.395516902034797
"montoril","constant",800,59,0.524426428482706
"pg_apf","constant",800,59,0.526855328576927
"sir_laplace","constant",800,59,0.523209574231164
"sir_collapsed","constant",800,59,0.522006359265305
"stan","constant",800,59,0.525095640330733
"montoril","linear",800,59,0.291790682404139
"pg_apf","linear",800,59,0.295928394362199
"sir_laplace","linear",800,59,0.293659515539588
"sir_collapsed","linear",800,59,0.296528206451444
"stan","linear",800,59,0.295848208132234
"montoril","quadratic",800,59,0.297600298078538
"pg_apf","quadratic",800,59,0.293582931422569
"sir_laplace","quadratic",800,59,0.296277148172473
"sir_collapsed","quadratic",800,59,0.295087925246407
"stan","quadratic",800,59,0.297923052652978
"montoril","sinusoidal",800,59,0.311819067263909
"pg_apf","sinusoidal",800,59,0.308985040286994
"sir_laplace","sinusoidal",800,59,0.310850248787489
"sir_collapsed","sinusoidal",800,59,0.31261798580646
"stan","sinusoidal",800,59,0.309201188574493
"montoril","constant",1600,59,0.41869974115768
"pg_apf","constant",1600,59,0.419845375546154
"sir_laplace","constant",1600,59,0.419659937125688
"sir_collapsed","constant",1600,59,0.419867674675383
"stan","constant",1600,59,0.419018403366495
"montoril","linear",1600,59,0.293101121750471
"pg_apf","linear",1600,59,0.289110249654849
"sir_laplace","linear",1600,59,0.291983255215797
"sir_collapsed","linear",1600,59,0.295234185998551
"stan","linear",1600,59,0.28932931717635
"montoril","quadratic",1600,59,0.269891068674181
"pg_apf","quadratic",1600,59,0.266620351679764
"sir_laplace","quadratic",1600,59,0.270260202677359
"sir_collapsed","quadratic",1600,59,0.275221786261801
"stan","quadratic",1600,59,0.26676842466483
"montoril","sinusoidal",1600,59,0.275542591396422
"pg_apf","sinusoidal",1600,59,0.271367879603957
"sir_laplace","sinusoidal",1600,59,0.273872169948411
"sir_collapsed","sinusoidal",1600,59,0.278998605547116
"stan","sinusoidal",1600,59,0.273632860877583
"montoril","constant",200,60,0.806766966106924
"pg_apf","constant",200,60,0.803851851359377
"sir_laplace","constant",200,60,0.801763398978825
"sir_collapsed","constant",200,60,0.795603529427918
"stan","constant",200,60,0.806689157018171
"montoril","linear",200,60,0.414893876650116
"pg_apf","linear",200,60,0.402963166030554
"sir_laplace","linear",200,60,0.401344634762915
"sir_collapsed","linear",200,60,0.396360769279933
"stan","linear",200,60,0.402274977707908
"montoril","quadratic",200,60,0.402640600821006
"pg_apf","quadratic",200,60,0.411548211931496
"sir_laplace","quadratic",200,60,0.407160806754722
"sir_collapsed","quadratic",200,60,0.405603787618464
"stan","quadratic",200,60,0.406406862063141
"montoril","sinusoidal",200,60,0.304538652254658
"pg_apf","sinusoidal",200,60,0.306139709128666
"sir_laplace","sinusoidal",200,60,0.304201790470277
"sir_collapsed","sinusoidal",200,60,0.303701385533807
"stan","sinusoidal",200,60,0.30523223715117
"montoril","constant",400,60,0.635470652602513
"pg_apf","constant",400,60,0.636188596649381
"sir_laplace","constant",400,60,0.636668756658539
"sir_collapsed","constant",400,60,0.636761566188954
"stan","constant",400,60,0.636695452548819
"montoril","linear",400,60,0.363094091839307
"pg_apf","linear",400,60,0.349139447942832
"sir_laplace","linear",400,60,0.351208999098335
"sir_collapsed","linear",400,60,0.35683711250329
"stan","linear",400,60,0.350949311402864
"montoril","quadratic",400,60,0.321118321624617
"pg_apf","quadratic",400,60,0.328401508549161
"sir_laplace","quadratic",400,60,0.32941588400712
"sir_collapsed","quadratic",400,60,0.331847022745065
"stan","quadratic",400,60,0.324644515567657
"montoril","sinusoidal",400,60,0.389587902790753
"pg_apf","sinusoidal",400,60,0.381033688449323
"sir_laplace","sinusoidal",400,60,0.380325275996295
"sir_collapsed","sinusoidal",400,60,0.385053877216689
"stan","sinusoidal",400,60,0.382270061139839
"montoril","constant",800,60,0.562352595824494
"pg_apf","constant",800,60,0.567206766466594
"sir_laplace","constant",800,60,0.561673432233271
"sir_collapsed","constant",800,60,0.559014005445053
"stan","constant",800,60,0.563206268281958
"montoril","linear",800,60,0.306846213945571
"pg_apf","linear",800,60,0.300439641014729
"sir_laplace","linear",800,60,0.301547503903929
"sir_collapsed","linear",800,60,0.302390750481608
"stan","linear",800,60,0.300235868850283
"montoril","quadratic",800,60,0.321160418216053
"pg_apf","quadratic",800,60,0.310067649204931
"sir_laplace","quadratic",800,60,0.310732073881684
"sir_collapsed","quadratic",800,60,0.311907071553613
"stan","quadratic",800,60,0.30928596935175
"montoril","sinusoidal",800,60,0.322308004070535
"pg_apf","sinusoidal",800,60,0.319345618405323
"sir_laplace","sinusoidal",800,60,0.319355954062436
"sir_collapsed","sinusoidal",800,60,0.323049408053248
"stan","sinusoidal",800,60,0.318668563241464
"montoril","constant",1600,60,0.43044321754376
"pg_apf","constant",1600,60,0.422511480631395
"sir_laplace","constant",1600,60,0.423253469865614
"sir_collapsed","constant",1600,60,0.421931181558805
"stan","constant",1600,60,0.422021564009438
"montoril","linear",1600,60,0.292654209709515
"pg_apf","linear",1600,60,0.282867260519504
"sir_laplace","linear",1600,60,0.285563202160705
"sir_collapsed","linear",1600,60,0.286654240490093
"stan","linear",1600,60,0.284898002977965
"montoril","quadratic",1600,60,0.294799770486282
"pg_apf","quadratic",1600,60,0.293904512452195
"sir_laplace","quadratic",1600,60,0.29352734984337
"sir_collapsed","quadratic",1600,60,0.296161659215339
"stan","quadratic",1600,60,0.294843099163011
"montoril","sinusoidal",1600,60,0.304140749646405
"pg_apf","sinusoidal",1600,60,0.292227710367578
"sir_laplace","sinusoidal",1600,60,0.293208549674221
"sir_collapsed","sinusoidal",1600,60,0.296825534039814
"stan","sinusoidal",1600,60,0.296433379077075
"montoril","constant",200,61,0.86818826842795
"pg_apf","constant",200,61,0.863289922438141
"sir_laplace","constant",200,61,0.852147309250225
"sir_collapsed","constant",200,61,0.842381220577365
"stan","constant",200,61,0.85787028193473
"montoril","linear",200,61,0.529682478386615
"pg_apf","linear",200,61,0.530194541550051
"sir_laplace","linear",200,61,0.520526773550797
"sir_collapsed","linear",200,61,0.518270414148561
"stan","linear",200,61,0.52920483146561
"montoril","quadratic",200,61,0.502904374657734
"pg_apf","quadratic",200,61,0.50017995622292
"sir_laplace","quadratic",200,61,0.496801921626043
"sir_collapsed","quadratic",200,61,0.490382776500981
"stan","quadratic",200,61,0.502296055707034
"montoril","sinusoidal",200,61,0.515881714200975
"pg_apf","sinusoidal",200,61,0.517953199338833
"sir_laplace","sinusoidal",200,61,0.516590081095379
"sir_collapsed","sinusoidal",200,61,0.50614495206836
"stan","sinusoidal",200,61,0.519921659197623
"montoril","constant",400,61,0.726790440501982
"pg_apf","constant",400,61,0.737375341882645
"sir_laplace","constant",400,61,0.734768428833655
"sir_collapsed","constant",400,61,0.732814782821681
"stan","constant",400,61,0.731618635357322
"montoril","linear",400,61,0.427127128891255
"pg_apf","linear",400,61,0.420421037423854
"sir_laplace","linear",400,61,0.424568723553167
"sir_collapsed","linear",400,61,0.429783826074889
"stan","linear",400,61,0.422337458177063
"montoril","quadratic",400,61,0.399565092632438
"pg_apf","quadratic",400,61,0.400855391004137
"sir_laplace","quadratic",400,61,0.405229081993264
"sir_collapsed","quadratic",400,61,0.410410763950314
"stan","quadratic",400,61,0.402935111894145
"montoril","sinusoidal",400,61,0.456665537344475
"pg_apf","sinusoidal",400,61,0.454772673523236
"sir_laplace","sinusoidal",400,61,0.454635171325888
"sir_collapsed","sinusoidal",400,61,0.459187379599252
