"method","f","Tt","replica","rmse_lambda1"
"sir_collapsed","sinusoidal",200,139,0.443023692817762
"stan","sinusoidal",200,139,0.421749171447221
"montoril","constant",400,139,0.612877312064933
"pg_apf","constant",400,139,0.614954645993836
"sir_laplace","constant",400,139,0.614807367320839
"sir_collapsed","constant",400,139,0.617084438697288
"stan","constant",400,139,0.613232308116884
"montoril","linear",400,139,0.344545665958817
"pg_apf","linear",400,139,0.347506535388362
"sir_laplace","linear",400,139,0.350886570951302
"sir_collapsed","linear",400,139,0.352238534604741
"stan","linear",400,139,0.35184679951179
"montoril","quadratic",400,139,0.37524942564061
"pg_apf","quadratic",400,139,0.368914646193168
"sir_laplace","quadratic",400,139,0.373687243057524
"sir_collapsed","quadratic",400,139,0.371005426232518
"stan","quadratic",400,139,0.372154880115653
"montoril","sinusoidal",400,139,0.371032805190517
"pg_apf","sinusoidal",400,139,0.377069506954048
"sir_laplace","sinusoidal",400,139,0.377187225866111
"sir_collapsed","sinusoidal",400,139,0.382754844949783
"stan","sinusoidal",400,139,0.377546437977234
"montoril","constant",800,139,0.620656192360219
"pg_apf","constant",800,139,0.61030562899064
"sir_laplace","constant",800,139,0.610327656018172
"sir_collapsed","constant",800,139,0.610724480826429
"stan","constant",800,139,0.609710387496659
"montoril","linear",800,139,0.428635434137272
"pg_apf","linear",800,139,0.426383912711309
"sir_laplace","linear",800,139,0.430350279042972
"sir_collapsed","linear",800,139,0.433633456024562
"stan","linear",800,139,0.425730757791079
"montoril","quadratic",800,139,0.431918896775974
"pg_apf","quadratic",800,139,0.439003334692939
"sir_laplace","quadratic",800,139,0.439828291138797
"sir_collapsed","quadratic",800,139,0.447845049959997
"stan","quadratic",800,139,0.441806626365361
"montoril","sinusoidal",800,139,0.478939760901313
"pg_apf","sinusoidal",800,139,0.470589681817076
"sir_laplace","sinusoidal",800,139,0.47234361603652
"sir_collapsed","sinusoidal",800,139,0.478105926785008
"stan","sinusoidal",800,139,0.471653755738129
"montoril","constant",1600,139,0.42689774288843
"pg_apf","constant",1600,139,0.428668411540176
"sir_laplace","constant",1600,139,0.426306383623425
"sir_collapsed","constant",1600,139,0.427096198105606
"stan","constant",1600,139,0.426650148968345
"montoril","linear",1600,139,0.285733800955163
"pg_apf","linear",1600,139,0.275180770443501
"sir_laplace","linear",1600,139,0.274942747275994
"sir_collapsed","linear",1600,139,0.277119442409398
"stan","linear",1600,139,0.27588965995241
"montoril","quadratic",1600,139,0.269052959346626
"pg_apf","quadratic",1600,139,0.26545802009319
"sir_laplace","quadratic",1600,139,0.267201046828742
"sir_collapsed","quadratic",1600,139,0.272101789237169
"stan","quadratic",1600,139,0.270483536252452
"montoril","sinusoidal",1600,139,0.305200265294675
"pg_apf","sinusoidal",1600,139,0.297677881887079
"sir_laplace","sinusoidal",1600,139,0.300324429476766
"sir_collapsed","sinusoidal",1600,139,0.305208331240827
"stan","sinusoidal",1600,139,0.300025896379046
"montoril","constant",200,140,0.846100172149997
"pg_apf","constant",200,140,0.851681244330544
"sir_laplace","constant",200,140,0.84594551518487
"sir_collapsed","constant",200,140,0.84271665294065
"stan","constant",200,140,0.847722436800265
"montoril","linear",200,140,0.585668032351025
"pg_apf","linear",200,140,0.587003029054463
"sir_laplace","linear",200,140,0.587481452307688
"sir_collapsed","linear",200,140,0.587244170441501
"stan","linear",200,140,0.587174791985599
"montoril","quadratic",200,140,0.624191604773088
"pg_apf","quadratic",200,140,0.610882216536582
"sir_laplace","quadratic",200,140,0.610227054954603
"sir_collapsed","quadratic",200,140,0.608484985600828
"stan","quadratic",200,140,0.614451604569468
"montoril","sinusoidal",200,140,0.597738158418354
"pg_apf","sinusoidal",200,140,0.581429859492054
"sir_laplace","sinusoidal",200,140,0.578865465920543
"sir_collapsed","sinusoidal",200,140,0.578445037755449
"stan","sinusoidal",200,140,0.581081147569599
"montoril","constant",400,140,0.647012269485625
"pg_apf","constant",400,140,0.653228746127754
"sir_laplace","constant",400,140,0.646647264338897
"sir_collapsed","constant",400,140,0.64578367230232
"stan","constant",400,140,0.648049986186224
"montoril","linear",400,140,0.325109018583418
"pg_apf","linear",400,140,0.33688488781062
"sir_laplace","linear",400,140,0.339906326540344
"sir_collapsed","linear",400,140,0.345026538080866
"stan","linear",400,140,0.33961507144148
"montoril","quadratic",400,140,0.358913406341071
"pg_apf","quadratic",400,140,0.36173108090614
"sir_laplace","quadratic",400,140,0.365346928651171
"sir_collapsed","quadratic",400,140,0.367073701522286
"stan","quadratic",400,140,0.362742376777799
"montoril","sinusoidal",400,140,0.40010558033829
"pg_apf","sinusoidal",400,140,0.380089613589433
"sir_laplace","sinusoidal",400,140,0.382303326455709
"sir_collapsed","sinusoidal",400,140,0.386820543588462
"stan","sinusoidal",400,140,0.377409576908784
"montoril","constant",800,140,0.500632271207391
"pg_apf","constant",800,140,0.504391668584066
"sir_laplace","constant",800,140,0.5015963194315
"sir_collapsed","constant",800,140,0.501946604370498
"stan","constant",800,140,0.503646198497052
"montoril","linear",800,140,0.306110077356744
"pg_apf","linear",800,140,0.29439189212285
"sir_laplace","linear",800,140,0.294442531806043
"sir_collapsed","linear",800,140,0.29722047565431
"stan","linear",800,140,0.296577793466273
"montoril","quadratic",800,140,0.29676393007424
"pg_apf","quadratic",800,140,0.304581611248835
"sir_laplace","quadratic",800,140,0.303124993657427
"sir_collapsed","quadratic",800,140,0.307440011594174
"stan","quadratic",800,140,0.308023421677249
"montoril","sinusoidal",800,140,0.304842903950643
"pg_apf","sinusoidal",800,140,0.301030773424942
"sir_laplace","sinusoidal",800,140,0.30232060679802
"sir_collapsed","sinusoidal",800,140,0.300245343998395
"stan","sinusoidal",800,140,0.301564002272654
"montoril","constant",1600,140,0.53967756987561
"pg_apf","constant",1600,140,0.535803525684018
"sir_laplace","constant",1600,140,0.533958008126509
"sir_collapsed","constant",1600,140,0.534103393293383
"stan","constant",1600,140,0.534364447724184
"montoril","linear",1600,140,0.390576218856312
"pg_apf","linear",1600,140,0.378304481093416
"sir_laplace","linear",1600,140,0.381430045125681
"sir_collapsed","linear",1600,140,0.382107343480982
"stan","linear",1600,140,0.380185405419965
"montoril","quadratic",1600,140,0.390956721401065
"pg_apf","quadratic",1600,140,0.387502408533795
"sir_laplace","quadratic",1600,140,0.390664716579395
"sir_collapsed","quadratic",1600,140,0.393156123229935
"stan","quadratic",1600,140,0.390149800108316
"montoril","sinusoidal",1600,140,0.402678711872516
"pg_apf","sinusoidal",1600,140,0.407088827115331
"sir_laplace","sinusoidal",1600,140,0.411133737708711
"sir_collapsed","sinusoidal",1600,140,0.412271778242505
"stan","sinusoidal",1600,140,0.409381792072914
"montoril","constant",200,141,0.687135042739587
"pg_apf","constant",200,141,0.691353780476659
"sir_laplace","constant",200,141,0.694103751363803
"sir_collapsed","constant",200,141,0.687768491706826
"stan","constant",200,141,0.693692645278379
"montoril","linear",200,141,0.32712390189913
"pg_apf","linear",200,141,0.336234126230629
"sir_laplace","linear",200,141,0.332882983237226
"sir_collapsed","linear",200,141,0.329946866938784
"stan","linear",200,141,0.335344573092525
"montoril","quadratic",200,141,0.358037579480042
"pg_apf","quadratic",200,141,0.362125091743982
"sir_laplace","quadratic",200,141,0.35758918019656
"sir_collapsed","quadratic",200,141,0.356661299149548
"stan","quadratic",200,141,0.364208824132793
"montoril","sinusoidal",200,141,0.275047476934581
"pg_apf","sinusoidal",200,141,0.282416148406943
"sir_laplace","sinusoidal",200,141,0.281433389911687
"sir_collapsed","sinusoidal",200,141,0.279233487149128
"stan","sinusoidal",200,141,0.281621278852256
"montoril","constant",400,141,0.682633283083268
"pg_apf","constant",400,141,0.670384677918245
"sir_laplace","constant",400,141,0.668779340824602
"sir_collapsed","constant",400,141,0.66407355583738
"stan","constant",400,141,0.670763302995023
"montoril","linear",400,141,0.450680244458572
"pg_apf","linear",400,141,0.432933547166545
"sir_laplace","linear",400,141,0.429091758113081
"sir_collapsed","linear",400,141,0.424430563052013
"stan","linear",400,141,0.434289974726031
"montoril","quadratic",400,141,0.410308470635194
"pg_apf","quadratic",400,141,0.410561317527107
"sir_laplace","quadratic",400,141,0.4044822762735
"sir_collapsed","quadratic",400,141,0.401111722465355
"stan","quadratic",400,141,0.40956861456018
"montoril","sinusoidal",400,141,0.412658483795927
"pg_apf","sinusoidal",400,141,0.411016106424808
"sir_laplace","sinusoidal",400,141,0.407744978350628
"sir_collapsed","sinusoidal",400,141,0.406777050479433
"stan","sinusoidal",400,141,0.413761627234795
"montoril","constant",800,141,0.676853080477804
"pg_apf","constant",800,141,0.674021339485601
"sir_laplace","constant",800,141,0.67313499809422
"sir_collapsed","constant",800,141,0.675505659698607
"stan","constant",800,141,0.673873360188586
"montoril","linear",800,141,0.410364907317835
"pg_apf","linear",800,141,0.404789175319391
"sir_laplace","linear",800,141,0.407405074589579
"sir_collapsed","linear",800,141,0.41168681492813
"stan","linear",800,141,0.405386651642704
"montoril","quadratic",800,141,0.399016783498867
"pg_apf","quadratic",800,141,0.400149815871933
"sir_laplace","quadratic",800,141,0.404034913949537
"sir_collapsed","quadratic",800,141,0.406622248413105
"stan","quadratic",800,141,0.401607595383018
"montoril","sinusoidal",800,141,0.472444420983545
"pg_apf","sinusoidal",800,141,0.470950002289941
"sir_laplace","sinusoidal",800,141,0.476557575288114
"sir_collapsed","sinusoidal",800,141,0.483080306976709
"stan","sinusoidal",800,141,0.474096098495179
"montoril","constant",1600,141,0.426363422155457
"pg_apf","constant",1600,141,0.423112045098749
"sir_laplace","constant",1600,141,0.424308570028874
"sir_collapsed","constant",1600,141,0.425371067740747
"stan","constant",1600,141,0.422527860851229
"montoril","linear",1600,141,0.247377980336654
"pg_apf","linear",1600,141,0.240858855324483
"sir_laplace","linear",1600,141,0.244008437863075
"sir_collapsed","linear",1600,141,0.244812183638511
"stan","linear",1600,141,0.244769014192229
"montoril","quadratic",1600,141,0.250541654779511
"pg_apf","quadratic",1600,141,0.248847472567931
"sir_laplace","quadratic",1600,141,0.252364395744124
"sir_collapsed","quadratic",1600,141,0.256088567486794
"stan","quadratic",1600,141,0.252199666608589
"montoril","sinusoidal",1600,141,0.262312238310511
"pg_apf","sinusoidal",1600,141,0.25373753702846
"sir_laplace","sinusoidal",1600,141,0.25875931828526
"sir_collapsed","sinusoidal",1600,141,0.262012814374528
"stan","sinusoidal",1600,141,0.256194424830375
"montoril","constant",200,142,0.82387785536323
"pg_apf","constant",200,142,0.832561275751464
"sir_laplace","constant",200,142,0.828199151306851
"sir_collapsed","constant",200,142,0.825927614571657
"stan","constant",200,142,0.826172087407546
"montoril","linear",200,142,0.430654980426942
"pg_apf","linear",200,142,0.423988338798411
"sir_laplace","linear",200,142,0.424216832493469
"sir_collapsed","linear",200,142,0.428494765264124
"stan","linear",200,142,0.423592067941114
"montoril","quadratic",200,142,0.434955998391076
"pg_apf","quadratic",200,142,0.425393735979948
"sir_laplace","quadratic",200,142,0.427808833626425
"sir_collapsed","quadratic",200,142,0.428465544351645
"stan","quadratic",200,142,0.42333660387124
"montoril","sinusoidal",200,142,0.441167459829258
"pg_apf","sinusoidal",200,142,0.436410489064672
"sir_laplace","sinusoidal",200,142,0.444016031747215
"sir_collapsed","sinusoidal",200,142,0.445474708875323
"stan","sinusoidal",200,142,0.43876462229962
"montoril","constant",400,142,0.61282788202259
"pg_apf","constant",400,142,0.615823511702592
"sir_laplace","constant",400,142,0.620421642102999
"sir_collapsed","constant",400,142,0.623802203203547
"stan","constant",400,142,0.618288937150097
"montoril","linear",400,142,0.405210004801317
"pg_apf","linear",400,142,0.411536779641396
"sir_laplace","linear",400,142,0.414805257819672
"sir_collapsed","linear",400,142,0.421131480283653
"stan","linear",400,142,0.410208079814723
"montoril","quadratic",400,142,0.432342757414354
"pg_apf","quadratic",400,142,0.427903213989414
"sir_laplace","quadratic",400,142,0.428034131508049
"sir_collapsed","quadratic",400,142,0.440364990958848
"stan","quadratic",400,142,0.428757742380487
"montoril","sinusoidal",400,142,0.381784530604677
"pg_apf","sinusoidal",400,142,0.384233005923395
"sir_laplace","sinusoidal",400,142,0.381114840891318
"sir_collapsed","sinusoidal",400,142,0.394266354219024
"stan","sinusoidal",400,142,0.382060506748368
"montoril","constant",800,142,0.557732008024094
"pg_apf","constant",800,142,0.565246392741543
"sir_laplace","constant",800,142,0.565680465350087
"sir_collapsed","constant",800,142,0.567429283815629
"stan","constant",800,142,0.564401948826592
"montoril","linear",800,142,0.354642934275768
"pg_apf","linear",800,142,0.352494090031262
"sir_laplace","linear",800,142,0.36000682798509
"sir_collapsed","linear",800,142,0.362650347261713
"stan","linear",800,142,0.356148949181235
"montoril","quadratic",800,142,0.340037536245035
"pg_apf","quadratic",800,142,0.337931569462865
"sir_laplace","quadratic",800,142,0.340881606603328
"sir_collapsed","quadratic",800,142,0.345096508823176
"stan","quadratic",800,142,0.338116862976101
"montoril","sinusoidal",800,142,0.37851889682334
"pg_apf","sinusoidal",800,142,0.375334857957303
"sir_laplace","sinusoidal",800,142,0.37898284797264
"sir_collapsed","sinusoidal",800,142,0.385746790232482
"stan","sinusoidal",800,142,0.37926062038707
"montoril","constant",1600,142,0.455856896103722
"pg_apf","constant",1600,142,0.451706630567557
"sir_laplace","constant",1600,142,0.455430201858143
"sir_collapsed","constant",1600,142,0.45761547427671
"stan","constant",1600,142,0.453969417225896
"montoril","linear",1600,142,0.295223142749069
"pg_apf","linear",1600,142,0.292909528336249
"sir_laplace","linear",1600,142,0.29746474277022
"sir_collapsed","linear",1600,142,0.301934817583675
"stan","linear",1600,142,0.297264110583885
"montoril","quadratic",1600,142,0.31246629617455
"pg_apf","quadratic",1600,142,0.304974885535096
"sir_laplace","quadratic",1600,142,0.311541949387903
"sir_collapsed","quadratic",1600,142,0.314725230967002
"stan","quadratic",1600,142,0.309470447923875
"montoril","sinusoidal",1600,142,0.312833949403234
"pg_apf","sinusoidal",1600,142,0.306160552134389
"sir_laplace","sinusoidal",1600,142,0.307547342131553
"sir_collapsed","sinusoidal",1600,142,0.313833737515012
"stan","sinusoidal",1600,142,0.306536963929148
"montoril","constant",200,143,0.746429641034075
"pg_apf","constant",200,143,0.747660597743786
"sir_laplace","constant",200,143,0.738915007467273
"sir_collapsed","constant",200,143,0.73631102335912
"stan","constant",200,143,0.747321583334014
"montoril","linear",200,143,0.43157950349626
"pg_apf","linear",200,143,0.436077226367066
"sir_laplace","linear",200,143,0.438132539639185
"sir_collapsed","linear",200,143,0.439240561606422
"stan","linear",200,143,0.437352145977397
"montoril","quadratic",200,143,0.483486873036041
"pg_apf","quadratic",200,143,0.484433370571748
"sir_laplace","quadratic",200,143,0.479816633924331
"sir_collapsed","quadratic",200,143,0.480336618826335
"stan","quadratic",200,143,0.483847026170005
"montoril","sinusoidal",200,143,0.475126382261212
"pg_apf","sinusoidal",200,143,0.473250641695259
"sir_laplace","sinusoidal",200,143,0.473461889159283
"sir_collapsed","sinusoidal",200,143,0.475704007576719
"stan","sinusoidal",200,143,0.479272247939215
"montoril","constant",400,143,0.721760735427497
"pg_apf","constant",400,143,0.723626077627292
"sir_laplace","constant",400,143,0.717604832583682
"sir_collapsed","constant",400,143,0.712355645560142
"stan","constant",400,143,0.721676716017
"montoril","linear",400,143,0.361073188132604
"pg_apf","linear",400,143,0.366884116985127
"sir_laplace","linear",400,143,0.364469023774793
"sir_collapsed","linear",400,143,0.36226383996113
"stan","linear",400,143,0.367161015965713
"montoril","quadratic",400,143,0.374489789174644
"pg_apf","quadratic",400,143,0.372806767397195
"sir_laplace","quadratic",400,143,0.368653911728506
"sir_collapsed","quadratic",400,143,0.36779063164297
"stan","quadratic",400,143,0.372504739394645
"montoril","sinusoidal",400,143,0.374728920242883
"pg_apf","sinusoidal",400,143,0.384202224807707
"sir_laplace","sinusoidal",400,143,0.383764985884019
"sir_collapsed","sinusoidal",400,143,0.378946273364043
"stan","sinusoidal",400,143,0.386056401135
"montoril","constant",800,143,0.60645240178502
"pg_apf","constant",800,143,0.608784758297123
"sir_laplace","constant",800,143,0.602635789200845
"sir_collapsed","constant",800,143,0.600843786139524
"stan","constant",800,143,0.603188624436766
"montoril","linear",800,143,0.427897169476971
"pg_apf","linear",800,143,0.421846683429786
"sir_laplace","linear",800,143,0.426485549935419
"sir_collapsed","linear",800,143,0.43002397855037
"stan","linear",800,143,0.42360945658966
"montoril","quadratic",800,143,0.441511214757167
"pg_apf","quadratic",800,143,0.437626367357963
"sir_laplace","quadratic",800,143,0.441380058098082
"sir_collapsed","quadratic",800,143,0.446923408595494
"stan","quadratic",800,143,0.440200726049195
"montoril","sinusoidal",800,143,0.446870171071554
"pg_apf","sinusoidal",800,143,0.443909682385846
"sir_laplace","sinusoidal",800,143,0.447252008234899
"sir_collapsed","sinusoidal",800,143,0.448910921151944
"stan","sinusoidal",800,143,0.44674423219428
"montoril","constant",1600,143,0.49134823445401
"pg_apf","constant",1600,143,0.48378653940193
"sir_laplace","constant",1600,143,0.486356519405489
"sir_collapsed","constant",1600,143,0.485656042694707
"stan","constant",1600,143,0.483988684773333
"montoril","linear",1600,143,0.334546236220753
"pg_apf","linear",1600,143,0.324045227230622
"sir_laplace","linear",1600,143,0.330265887278362
"sir_collapsed","linear",1600,143,0.331827104883485
"stan","linear",1600,143,0.327812776903039
"montoril","quadratic",1600,143,0.363785096478979
"pg_apf","quadratic",1600,143,0.338782020283645
"sir_laplace","quadratic",1600,143,0.342702123073468
"sir_collapsed","quadratic",1600,143,0.347366792363149
"stan","quadratic",1600,143,0.341654635604222
"montoril","sinusoidal",1600,143,0.348577285115282
"pg_apf","sinusoidal",1600,143,0.35073762118136
"sir_laplace","sinusoidal",1600,143,0.355712672260486
"sir_collapsed","sinusoidal",1600,143,0.354924401303781
"stan","sinusoidal",1600,143,0.3542373353075
"montoril","constant",200,144,0.705063928419205
"pg_apf","constant",200,144,0.710280615947915
"sir_laplace","constant",200,144,0.709310819128597
"sir_collapsed","constant",200,144,0.704096828305323
"stan","constant",200,144,0.709307423524787
"montoril","linear",200,144,0.395729684669697
"pg_apf","linear",200,144,0.386580590300167
"sir_laplace","linear",200,144,0.385570038140529
"sir_collapsed","linear",200,144,0.389983128698655
"stan","linear",200,144,0.389420181575453
"montoril","quadratic",200,144,0.360877088284511
"pg_apf","quadratic",200,144,0.372877502590149
"sir_laplace","quadratic",200,144,0.371520951489148
"sir_collapsed","quadratic",200,144,0.376009332274953
"stan","quadratic",200,144,0.374350346798312
"montoril","sinusoidal",200,144,0.322763100195393
"pg_apf","sinusoidal",200,144,0.329200145531221
"sir_laplace","sinusoidal",200,144,0.324938424586494
"sir_collapsed","sinusoidal",200,144,0.334700262110449
"stan","sinusoidal",200,144,0.328126065302103
"montoril","constant",400,144,0.621836858809301
"pg_apf","constant",400,144,0.621360959718428
"sir_laplace","constant",400,144,0.617919279042924
"sir_collapsed","constant",400,144,0.620813573958845
"stan","constant",400,144,0.619029185545345
"montoril","linear",400,144,0.285267668564134
"pg_apf","linear",400,144,0.284808487871392
"sir_laplace","linear",400,144,0.295087911347359
"sir_collapsed","linear",400,144,0.306033325775683
"stan","linear",400,144,0.290920312893791
"montoril","quadratic",400,144,0.331962812386144
"pg_apf","quadratic",400,144,0.330692448618653
"sir_laplace","quadratic",400,144,0.33438646829154
"sir_collapsed","quadratic",400,144,0.343637218284086
"stan","quadratic",400,144,0.32755716784579
"montoril","sinusoidal",400,144,0.313154656213716
"pg_apf","sinusoidal",400,144,0.310530252117517
"sir_laplace","sinusoidal",400,144,0.317593765497722
"sir_collapsed","sinusoidal",400,144,0.325489288326806
"stan","sinusoidal",400,144,0.31002044553806
"montoril","constant",800,144,0.479789927425758
"pg_apf","constant",800,144,0.473185198153229
"sir_laplace","constant",800,144,0.47772215171296
"sir_collapsed","constant",800,144,0.483420520645654
"stan","constant",800,144,0.474889981504719
"montoril","linear",800,144,0.344678596949762
"pg_apf","linear",800,144,0.326225793889677
"sir_laplace","linear",800,144,0.328985428130295
"sir_collapsed","linear",800,144,0.336416214713321
"stan","linear",800,144,0.327004860833651
"montoril","quadratic",800,144,0.349224639902188
"pg_apf","quadratic",800,144,0.340117961328612
"sir_laplace","quadratic",800,144,0.345037875083825
"sir_collapsed","quadratic",800,144,0.349881720324878
"stan","quadratic",800,144,0.343701431012509
"montoril","sinusoidal",800,144,0.321296185722061
"pg_apf","sinusoidal",800,144,0.321903951205664
"sir_laplace","sinusoidal",800,144,0.327668881719991
"sir_collapsed","sinusoidal",800,144,0.335623787774247
"stan","sinusoidal",800,144,0.325712895544365
"montoril","constant",1600,144,0.428634462180272
"pg_apf","constant",1600,144,0.422430230613573
"sir_laplace","constant",1600,144,0.421916380466169
"sir_collapsed","constant",1600,144,0.42184986337728
"stan","constant",1600,144,0.422482438453964
"montoril","linear",1600,144,0.264662121582876
"pg_apf","linear",1600,144,0.259166012622343
"sir_laplace","linear",1600,144,0.263725844609222
"sir_collapsed","linear",1600,144,0.263875872898295
"stan","linear",1600,144,0.264858557317147
"montoril","quadratic",1600,144,0.29118966751189
"pg_apf","quadratic",1600,144,0.277231711316993
"sir_laplace","quadratic",1600,144,0.275134177171327
"sir_collapsed","quadratic",1600,144,0.279821939414822
"stan","quadratic",1600,144,0.282173252849735
"montoril","sinusoidal",1600,144,0.28728345096188
"pg_apf","sinusoidal",1600,144,0.285679433702814
"sir_laplace","sinusoidal",1600,144,0.286140026233611
"sir_collapsed","sinusoidal",1600,144,0.287395468577865
"stan","sinusoidal",1600,144,0.2895799993407
"montoril","constant",200,145,0.652189460032485
"pg_apf","constant",200,145,0.656946730710746
"sir_laplace","constant",200,145,0.656705250414217
"sir_collapsed","constant",200,145,0.658859452481166
"stan","constant",200,145,0.653625136148572
"montoril","linear",200,145,0.332568997883836
"pg_apf","linear",200,145,0.344092463932867
"sir_laplace","linear",200,145,0.341591104534337
"sir_collapsed","linear",200,145,0.350197492471018
"stan","linear",200,145,0.33883258258847
"montoril","quadratic",200,145,0.401129479859116
"pg_apf","quadratic",200,145,0.397811651350026
"sir_laplace","quadratic",200,145,0.399862076253466
"sir_collapsed","quadratic",200,145,0.407808616560019
"stan","quadratic",200,145,0.39853514322212
"montoril","sinusoidal",200,145,0.330720498055415
"pg_apf","sinusoidal",200,145,0.336664675584191
"sir_laplace","sinusoidal",200,145,0.338502846139448
"sir_collapsed","sinusoidal",200,145,0.344532154867735
"stan","sinusoidal",200,145,0.339080115831606
"montoril","constant",400,145,0.781290253543229
"pg_apf","constant",400,145,0.776917082533549
"sir_laplace","constant",400,145,0.774969147293454
"sir_collapsed","constant",400,145,0.765210190706481
"stan","constant",400,145,0.776491469586316
"montoril","linear",400,145,0.367776054339508
"pg_apf","linear",400,145,0.378399321397047
"sir_laplace","linear",400,145,0.375327610392709
"sir_collapsed","linear",400,145,0.375711180441917
"stan","linear",400,145,0.381482595043149
"montoril","quadratic",400,145,0.361971530017685
"pg_apf","quadratic",400,145,0.375935945527312
"sir_laplace","quadratic",400,145,0.368492240635393
"sir_collapsed","quadratic",400,145,0.367157983447294
"stan","quadratic",400,145,0.371289907170624
"montoril","sinusoidal",400,145,0.418762657579554
"pg_apf","sinusoidal",400,145,0.400769207196946
"sir_laplace","sinusoidal",400,145,0.39419079967779
"sir_collapsed","sinusoidal",400,145,0.395112345337164
"stan","sinusoidal",400,145,0.401863319969059
"montoril","constant",800,145,0.566237445603252
"pg_apf","constant",800,145,0.564550981379736
"sir_laplace","constant",800,145,0.561932197981581
"sir_collapsed","constant",800,145,0.557622897109433
"stan","constant",800,145,0.563975051983955
"montoril","linear",800,145,0.337438124633233
"pg_apf","linear",800,145,0.349043183485313
"sir_laplace","linear",800,145,0.347120213652857
"sir_collapsed","linear",800,145,0.344384906017511
"stan","linear",800,145,0.348671894391352
"montoril","quadratic",800,145,0.352290105296232
"pg_apf","quadratic",800,145,0.351720558028566
"sir_laplace","quadratic",800,145,0.349413087456715
"sir_collapsed","quadratic",800,145,0.351999771699296
"stan","quadratic",800,145,0.355394427702256
"montoril","sinusoidal",800,145,0.320338662777839
"pg_apf","sinusoidal",800,145,0.318923831372796
"sir_laplace","sinusoidal",800,145,0.316863007871372
"sir_collapsed","sinusoidal",800,145,0.319262620508178
"stan","sinusoidal",800,145,0.320098868601554
"montoril","constant",1600,145,0.457208096863645
"pg_apf","constant",1600,145,0.455326772113911
"sir_laplace","constant",1600,145,0.456301191534583
"sir_collapsed","constant",1600,145,0.457122226803378
"stan","constant",1600,145,0.455788216230941
"montoril","linear",1600,145,0.317094273756526
"pg_apf","linear",1600,145,0.315811561973061
"sir_laplace","linear",1600,145,0.319062418365476
"sir_collapsed","linear",1600,145,0.318237674737403
"stan","linear",1600,145,0.317673317238155
"montoril","quadratic",1600,145,0.315909868572101
"pg_apf","quadratic",1600,145,0.318073845613654
"sir_laplace","quadratic",1600,145,0.319283579935208
"sir_collapsed","quadratic",1600,145,0.320776372654633
"stan","quadratic",1600,145,0.320171630849893
"montoril","sinusoidal",1600,145,0.358495298169426
"pg_apf","sinusoidal",1600,145,0.340629585789555
"sir_laplace","sinusoidal",1600,145,0.34263839755401
"sir_collapsed","sinusoidal",1600,145,0.344632831887922
"stan","sinusoidal",1600,145,0.342781160518588
"montoril","constant",200,146,0.732660155814897
"pg_apf","constant",200,146,0.732290805672485
"sir_laplace","constant",200,146,0.730615425732052
"sir_collapsed","constant",200,146,0.728689205999654
"stan","constant",200,146,0.730983687051142
"montoril","linear",200,146,0.317356928900667
"pg_apf","linear",200,146,0.327030445571022
"sir_laplace","linear",200,146,0.325593482843769
"sir_collapsed","linear",200,146,0.323510473632822
"stan","linear",200,146,0.328362415730883
"montoril","quadratic",200,146,0.340836269318312
"pg_apf","quadratic",200,146,0.339228946303842
"sir_laplace","quadratic",200,146,0.341735472088213
"sir_collapsed","quadratic",200,146,0.341545611058189
"stan","quadratic",200,146,0.336519769358705
"montoril","sinusoidal",200,146,0.339321445976679
"pg_apf","sinusoidal",200,146,0.345757403615866
"sir_laplace","sinusoidal",200,146,0.340867471587906
"sir_collapsed","sinusoidal",200,146,0.349985451088784
"stan","sinusoidal",200,146,0.346408060541334
"montoril","constant",400,146,0.547397574643721
"pg_apf","constant",400,146,0.543852503282351
"sir_laplace","constant",400,146,0.538727829276848
"sir_collapsed","constant",400,146,0.538664187967945
"stan","constant",400,146,0.542255796525631
"montoril","linear",400,146,0.216254766742457
"pg_apf","linear",400,146,0.22273836120391
"sir_laplace","linear",400,146,0.223954646078644
"sir_collapsed","linear",400,146,0.224967194313114
"stan","linear",400,146,0.230224333723375
"montoril","quadratic",400,146,0.238848505553237
"pg_apf","quadratic",400,146,0.240236925740689
"sir_laplace","quadratic",400,146,0.238226462699584
"sir_collapsed","quadratic",400,146,0.23928723257299
"stan","quadratic",400,146,0.239784883745701
"montoril","sinusoidal",400,146,0.278926062275121
"pg_apf","sinusoidal",400,146,0.269579816430887
"sir_laplace","sinusoidal",400,146,0.263397633411407
"sir_collapsed","sinusoidal",400,146,0.270142207634975
"stan","sinusoidal",400,146,0.268842658177936
"montoril","constant",800,146,0.573072161945435
"pg_apf","constant",800,146,0.573081671847458
"sir_laplace","constant",800,146,0.571052232967781
"sir_collapsed","constant",800,146,0.572756034903299
"stan","constant",800,146,0.572892604582806
"montoril","linear",800,146,0.358645279392202
"pg_apf","linear",800,146,0.349453763476257
"sir_laplace","linear",800,146,0.354781830692038
"sir_collapsed","linear",800,146,0.356258758365327
"stan","linear",800,146,0.354840962133261
"montoril","quadratic",800,146,0.342678289328654
"pg_apf","quadratic",800,146,0.332751341275053
"sir_laplace","quadratic",800,146,0.337829927845571
"sir_collapsed","quadratic",800,146,0.336930404035155
"stan","quadratic",800,146,0.337871853708918
"montoril","sinusoidal",800,146,0.396991357489113
"pg_apf","sinusoidal",800,146,0.386692841210094
